date,hour,event_type,description,program
2019-11-07,10:00,Conseil de défense,Conseil restreint de défense.,[]
2019-11-07,11:00,Conseil des ministres,Conseil des ministres.,['Conseil des ministres du jeudi 7 novembre  2019']
2019-11-07,13:15,Déjeuner,Déjeuner avec le Premier ministre.,[]
2019-11-07,15:00,Conseil des ministres,Conseil de défense écologique.,"['Conseil de défense écologique du 7 novembre 2019 : abandon du projet Europacity, lutte contre l’artificialisation des sols et renforcement des aires protégées.']"
2019-11-07,17:00,Entretien,"Entretien avec M. Christophe CASTANER, ministre de l’Intérieur.",[]
2019-11-08,12:00,Entretien,"Entretien avec M. Emomalii RAHMON, président du Tadjikistan.","['Entretien avec M. Emomali Rahmon, le Président de la République du Tadjikistan.']"
2019-11-08,18:30,Cérémonie officielle,Remise collective de décoration.,[]
2019-11-11,11:00,Cérémonie officielle,Cérémonie de commémoration du 101ème anniversaire de l’Armistice de 1918 à l'Arc de Triomphe.,['11 novembre 2019 : hommage à nos héros d’hier et d’aujourd’hui']
2019-11-11,13:00,Déjeuner,"Déjeuner avec des porte-drapeaux, les commissaires de la Flamme, les présidents d’associations d’anciens combattants.",[]
2019-11-11,15:45,Cérémonie officielle,Inauguration du Monument aux Morts pour la France en opérations extérieures au Parc André-Citroën à Paris.,[]
2019-11-11,19:00,Entretien,"Entretien avec M. Antonio GUTERRES, Secrétaire général des Nations-Unies.",[]
2019-11-11,20:30,Dîner,Dîner en l’honneur des chefs d’Etat et de Gouvernement ainsi que les dirigeants d’organisations internationales participant au Forum de Paris sur la Paix.,[]
2019-11-12,09:30,Sommet,Forum de Paris sur la Paix. Grande halle de la Villette,['Un deuxième Forum de Paris sur la Paix']
2019-11-12,13:30,Déjeuner,"Déjeuner avec M. Idriss DEBY, Président de la République du Tchad, M. Mahamadou ISSOUFOU, Président de la République du Niger et de M. Ibrahim Boubacar KEITA, Président de la République du Mali.",[]
2019-11-12,16:00,Entretien,"Entretien avec M. Félix TSHISEKEDI, Président de la République démocratique du Congo.","['Entretien avec M. Félix TSHISEKEDI, le Président de la République démocratique du Congo.']"
2019-11-12,18:30,Réception,Réception de l'équipe de France de Fed Cup.,['Les championnes du monde de tennis féminin reçues à l’Élysée']
2019-11-13,09:00,Conseil de défense,Conseil restreint de défense.,[]
2019-11-13,10:00,Conseil des ministres,Conseil des ministres.,['Conseil des ministres du mercredi 13 novembre  2019']
2019-11-13,13:00,Déjeuner,Déjeuner avec le Premier ministre.,[]
2019-11-13,15:30,Entretien,"Entretien avec le Général LECOINTRE, Chef d’Etat-Major des Armées.",[]
2019-11-13,17:00,Entretien,"Entretien avec M. François BAROIN, Président de l’Association des Maires de France (AMF).",[]
2019-11-14,Toute la journée,Voyage officiel,Déplacement dans la Marne.,"['« J’ai entendu votre colère. » Le message du Président aux personnels des services hospitaliers', 'Hommage aux combattants des deux batailles de la Marne au Mémorial de Dormans']"
2019-11-15,11:30,Entretien,"Entretien avec M. Renaud MUSELIER, Président de l'Association des Régions de France (ARF).",[]
2019-11-15,12:30,Déjeuner,"Déjeuner avec M. Charles MICHEL, Président élu du Conseil européen",[]
2019-11-18,13:00,Déjeuner,"Déclaration suivie d’un déjeuner avec Mme Mette FREDERIKSEN, Première ministre du Royaume de Danemark.","['Déclaration du Président de la République avec Mette FREDERIKSEN, Première ministre du Royaume de Danemark.']"
2019-11-18,18:00,Cérémonie officielle,Remise collective de décoration.,"[""Remise collective de Légions d'honneur""]"
2019-11-19,13:00,Déjeuner,Déjeuner avec le Premier Ministre.,[]
2019-11-19,16:00,Discours,Discours à l’occasion du 102ème Congrès des Maires de France (Parc des expositions - Porte de Versailles).,['Discours du Président Emmanuel Macron au Congrès des Maires et des Présidents d’intercommunalité de France']
2019-11-20,09:30,Cérémonie officielle,"30ème anniversaire de la Convention internationale des droits de l'enfant (UNESCO, Paris).",['Protéger nos enfants face à de nouvelles menaces']
2019-11-20,10:30,Conseil des ministres,Conseil des ministres.,['Conseil des ministres du mercredi 20 novembre  2019']
2019-11-20,19:00,Réception,Réception en l’honneur des Maires de France à l’occasion du congrès de l’AMF.,['L’engagement des maires de France à l’honneur']
2019-11-21,Après-midi,Voyage officiel,Déplacement dans la Somme.,"[""Amiens est capitale européenne de la jeunesse 2020 : le message d'Emmanuel Macron à cette occasion"", ""Échanges avec des étudiants de l'Université de Picardie""]"
2019-11-22,Toute la journée,Voyage officiel,Déplacement dans la Somme.,"['Retour à Whirlpool', 'Conférence de presse après deux jours à Amiens', 'Inauguration de la première Maison France Services, à Amiens']"
2019-11-25,10:30,Entretien,"Entretien avec M. Christophe CASTANER, ministre de l’Intérieur.",[]
2019-11-25,11:30,Entretien,"Entretien avec M. Jean-Yves LE DRIAN, ministre de l’Europe et des Affaires étrangères.",[]
2019-11-25,13:00,Déjeuner,Déjeuner avec le Premier ministre.,[]
2019-11-26,10:00,Entretien,"Entretien avec Mme Frédérique VIDAL, ministre de l'Enseignement supérieur, de la Recherche et de l'Innovation.",[]
2019-11-26,19:00,Discours,Forum pour les 80 ans du CNRS à Paris - Palais de la découverte.,['80 ans du CNRS']
2019-11-27,08:30,Entretien,Entretien avec le Premier ministre.,[]
2019-11-27,09:00,Conseil de défense,Conseil restreint de défense.,[]
2019-11-27,10:00,Conseil des ministres,Conseil des ministres.,['Conseil des Ministres du 27 novembre 2019']
2019-11-28,11:00,Entretien,"Entretien avec M. Jens STOLTENBERG, secrétaire général de l’OTAN.","[""Déclaration du Président de la République avec Jens Stoltenberg, Secrétaire général de l'OTAN.""]"
2019-11-28,15:30,Entretien,"Entretien avec M. Cyril CHABANIER, président de la Confédération française des travailleurs chrétiens (CFTC).",[]
2019-11-29,12:30,Entretien,Entretien avec Son Altesse le Prince Albert II de Monaco suivi d’un déjeuner de travail.,['Visite de travail du Prince de Monaco - Communiqué de presse commun']
2019-11-29,16:15,Entretien,"Entretien avec M. Philippe ETIENNE, Ambassadeur de France aux États-Unis.",[]
2019-11-29,17:30,Cérémonie officielle,Remise de décoration collective.,[]
2019-12-02,15:00,Cérémonie officielle,Hommage national aux treize militaires morts pour la France en opération au Mali - Hôtel national des Invalides.,['Hommage national aux treize militaires morts pour la France en opération au Mali']
2019-12-03,09:30,Discours,Assises de l’économie de la mer -  Le Corum à Montpellier.,[]
2019-12-03,14:00,Entretien,"Entretien avec M. Donald TRUMP, Président des Etats-Unis d’Amérique - Winfield House, Résidence de l’ambassadeur des Etats-Unis à Londres.","[""Déclaration du Président de la République avec Donald Trump, Président des États-Unis d'Amérique""]"
2019-12-03,15:00,Entretien,"Réunion de coordination avec le Premier ministre du Royaume-Uni, M. Boris JOHNSON, la Chancelière de la République Fédérale d’Allemagne, Mme Angela MERKEL et le Président de la République de Turquie, M. Recep Tayyip ERDOGAN - 10 Downing street, Londres.","[""Déclaration du Président de la République à l'issue d'une réunion de coordination entre Européens et Turcs""]"
2019-12-03,18:00,Réception,"Réception donnée par Sa Majesté la Reine Elisabeth II en l’honneur des chefs d’Etat et de Gouvernement, à l’occasion du 70ème anniversaire de l’Organisation du traité de l’Atlantique nord (OTAN) - Buckingham Palace, Londres.",[]
2019-12-03,20:00,Réception,"Réception donnée par le Premier ministre britannique, M. Boris JOHNSON en l’honneur des chefs d’Etat et de Gouvernement à l’occasion du 70ème anniversaire de l’Organisation du traité de l’Atlantique nord (OTAN) - 10 Downing street, Londres.",[]
2019-12-03,21:00,Entretien,"Entretien avec la Chancelière de la République fédérale d’Allemagne, Mme Angela MERKEL.",[]
2019-12-04,Toute la journée,Voyage officiel,Sommet de l’OTAN - Londres.,"[""Conférence de presse du Président à l'issue du sommet de l'OTAN""]"
2019-12-05,09:00,Conseil de défense,Conseil restreint de défense.,[]
2019-12-05,10:00,Conseil des ministres,Conseil des ministres.,['Conseil des Ministres du 5 décembre 2019']
2019-12-05,13:00,Déjeuner,Déjeuner avec le Premier ministre.,[]
2019-12-05,15:30,Entretien,"Entretien avec M. Didier MIGAUD, Premier président de la Cour des Comptes.",[]
2019-12-06,11:00,Cérémonie officielle,Cérémonie d'hommage aux sauveteurs de l’hélicoptère Dragon 30. Groupement d'hélicoptères de la Sécurité Civile de Nîmes – Garons.,['Hommage aux trois sauveteurs de la Sécurité civile morts en portant secours aux victimes des intempéries dans le sud']
2019-12-06,15:30,Entretien,"Entretien avec M. François ASSELIN, président de la confédération des petites et moyennes entreprises (CPME).",[]
2019-12-06,16:30,Entretien,"Entretien avec M. Alain GRISET, président de l’Union des entreprises de proximité (U2P).",[]
2019-12-06,18:45,Cérémonie officielle,Remise de décoration individuelle.,[]
2019-12-09,11:00,Cérémonie officielle,"Prise d’armes, suivie d’une cérémonie collective de remise de décorations à l'Hôtel national des Invalides.",[]
2019-12-09,15:00,Entretien,"Entretien avec M. Volodymyr ZELENSKY, Président d’Ukraine dans le cadre du Sommet au format dit « Normandie ».",[]
2019-12-09,15:35,Entretien,"Entretien avec M. Vladimir POUTINE, Président de la Fédération de Russie dans le cadre du Sommet au format dit « Normandie ».",[]
2019-12-09,16:00,Entretien,"Séance plénière de travail format dit « Normandie » avec Mme Angela MERKEL, Chancelière fédérale d’Allemagne, M. Vladimir POUTINE, Président de la Fédération de Russie, M. Volodymyr ZELENSKY, Président d’Ukraine.",['Sommet de Paris en format « Normandie »']
2019-12-10,13:00,Déjeuner,"Déjeuner avec M. Charles MICHEL, Président du Conseil européen.","['Déclaration du Président de la République avec Charles Michel, Président du Conseil Européen']"
2019-12-10,15:30,Entretien,"Entretien avec M. Franck RIESTER, ministre de la Culture.",[]
2019-12-10,18:45,Cérémonie officielle,Cérémonie de remise de lettres de créances.,[]
2019-12-11,09:00,Conseil de défense,Conseil restreint de défense.,[]
2019-12-11,10:00,Conseil des ministres,Conseil des ministres.,['Conseil des ministres du 11 décembre 2019']
2019-12-12,09:00,Rencontre,"Rencontre avec les chercheurs et les étudiants du programme ""Make our Planet great again"".",[]
2019-12-12,Après-midi,Voyage officiel,Conseil européen à Bruxelles.,"[""Conférence de presse à l'issue du Conseil européen"", 'Déclaration du Président de la République à son arrivée au Conseil Européen']"
2019-12-13,Matin,Voyage officiel,Conseil européen à Bruxelles.,"[""Conférence de presse à l'issue du Conseil européen""]"
2019-12-16,10:30,Entretien,"Entretien avec M. Christophe CASTANER, ministre de l’Intérieur.",[]
2019-12-16,11:30,Entretien,Entretien avec le Premier ministre.,[]
2019-12-18,08:30,Entretien,Entretien avec le Premier ministre.,[]
2019-12-18,09:00,Conseil de défense,Conseil restreint de défense.,[]
2019-12-18,10:00,Conseil des ministres,Conseil des ministres.,['Conseil des ministres du 18 décembre 2019']
2019-12-18,13:00,Déjeuner,"Déjeuner avec Abhijit BANERJEE, Esther DUFLO et Michael KREMER, prix Nobel d'économie 2019.",[]
2019-12-18,15:30,Réception,Arbre de Noël de l’Élysée.,[]
2019-12-18,18:30,Cérémonie officielle,Remise individuelle de décoration.,[]
2019-12-19,10:00,Entretien,"Entretien avec Mme Kristalina GEORGIEVA, Directrice générale du Fonds monétaire international.",[]
2019-12-19,16:00,Réception,Noël avec les enfants de la crèche de l’Élysée.,[]
2019-12-20,Toute la journée,Voyage officiel,Déplacement en République de Côte d’Ivoire.,['Repas de Noël partagé avec les Forces Françaises en Côte d’Ivoire']
2019-12-21,Toute la journée,Voyage officiel,Déplacement en République de Côte d’Ivoire.,"['Inauguration de l\'agora socio-sportive ""WinWin"" de Koumassi', ""À Abidjan, rencontre avec les étudiants de l'INFAS, l'Institut National de Formation des Agents de Santé."", ""Rencontre avec\xa0la communauté française en Côte d'Ivoire"", ""À Abidjan, conférence de presse du Président Emmanuel Macron avec Alassane Ouattara, Président de la République de Côte d'Ivoire""]"
2019-12-22,Toute la journée,Voyage officiel,Déplacement en République de Côte d’Ivoire.,[]
2019-12-31,20:00,Discours,Vœux 2020 aux Français,['Vœux 2020 aux Français']
2020-01-06,10:00,Conseil des ministres,Présentation des vœux du Gouvernement suivis du Conseil des ministres.,['Conseil des ministres du 6 janvier 2020']
2020-01-06,12:30,Conseil de défense,Conseil restreint de défense.,[]
2020-01-06,13:30,Déjeuner,Déjeuner avec le Premier ministre.,[]
2020-01-07,11:00,Entretien,"Entretien avec M. Bruno LASSERRE, Vice-Président du Conseil d’Etat.",[]
2020-01-07,12:30,Déjeuner,"Déjeuner avec M. Andrej PLENKOVIC, Premier ministre de la République de Croatie.","['Déclaration du Président de la République avec Andrej Plenković, Premier ministre de la République de Croatie']"
2020-01-07,15:30,Réception,Réception des maitres boulangers pour l’Épiphanie.,[]
2020-01-09,11:00,Entretien,Entretien avec M. Pierre VIMONT.,[]
2020-01-09,15:30,Rencontre,Présentation des vœux au Conseil constitutionnel.,[]
2020-01-09,17:30,Rencontre,Présentation des vœux aux Autorités religieuses.,[]
2020-01-10,13:15,Entretien,"Entretien avec MM. Xavier BETTEL, Premier Ministre du Luxembourg et Charles MICHEL, Président du Conseil européen.",[]
2020-01-10,16:30,Entretien,"Entretien avec M. Jacques TOUBON, Défenseur des Droits.",[]
2020-01-10,18:30,Rencontre,Intervention devant les membres de la Convention citoyenne pour le Climat et échanges - Palais d'Iéna,['Échanges avec les 150 membres de la Convention citoyenne pour le Climat.']
2020-01-13,10:00,Entretien,Entretien avec le Premier ministre.,[]
2020-01-13,15:30,Cérémonie officielle,"Prise d’armes et cérémonie de dépôt de gerbe en mémoire des sept militaires du 5ème régiment d’hélicoptères de combat (RHC) de Pau morts en opération au Mali - Pau, Pyrénées-Atlantiques.",[]
2020-01-13,16:30,Sommet,Sommet du G5 Sahel à Pau.,"[""G5 Sahel : conférence de presse des Chefs d'État à l'issue du Sommet de Pau""]"
2020-01-14,10:00,Entretien,Table ronde sur l’écologie dans les territoires à l’occasion de la signature du Contrat de Transition Ecologique (CTE) de la communauté d’agglomération de Pau et présentation du bus à haut-niveau de service de Pau.,['L’écologie dans les territoires : présentation du Contrat de Transition écologique de la Communauté d’Agglomération de Pau.']
2020-01-14,12:30,Rencontre,"Visite de l’entreprise Héli-union, Pau.",[]
2020-01-15,08:30,Entretien,Entretien avec le Premier ministre.,[]
2020-01-15,09:00,Conseil de défense,Conseil restreint de défense et de sécurité.,[]
2020-01-15,10:00,Conseil des ministres,Conseil des ministres suivi d’un séminaire gouvernemental.,[]
2020-01-15,16:00,Réception,Présentation des vœux à la presse.,['Vœux du Président de la République à la presse']
2020-01-15,19:30,Entretien,Entretien suivi d’un dîner avec le roi Abdallah II de Jordanie.,[]
2020-01-16,15:00,Rencontre,"Présentation des vœux aux armées à la base aérienne 123 d’Orléans-Bricy, Loiret.",['Vœux aux armées depuis la base aérienne 123 d’Orléans-Bricy']
2020-01-17,15:30,Rencontre,Remise des prix aux lauréats des prix d’excellence à l’occasion du 150ème anniversaire du concours général agricole. Ministère de l’Agriculture et de l’Alimentation.,[]
2020-01-17,18:00,Réception,Vernissage de la Grande Exposition du Fabriqué en France.,"[""Inauguration de la Grande Exposition du Fabriqué en France au Palais de l'Élysée"", ""Fabriqué en France : découvrez les produits de l'exposition""]"
2020-01-19,Toute la journée,Voyage officiel,Déplacement en République fédérale d’Allemagne - Berlin.,[]
2020-01-19,12:30,Entretien,"Entretien avec Mme Angela MERKEL, Chancelière de la République fédérale d’Allemagne.",[]
2020-01-19,13:30,Entretien,"Entretien avec M. Boris JOHNSON, Premier ministre du Royaume-Uni de Grande-Bretagne et d’Irlande du Nord.",[]
2020-01-19,14:00,Rencontre,Conférence sur la Libye à Berlin.,[]
2020-01-20,11:30,Voyage officiel,Déplacement dans l’entreprise AstraZeneca à Dunkerque.,"['Des emplois créés avec Choose France', 'Choose France : visite du Président Emmanuel Macron à l’usine AstraZeneca à Dunkerque']"
2020-01-20,15:30,Sommet,Sommet Choose France - Yvelines.,[]
2020-01-20,20:00,Dîner,Dîner dans le cadre du Sommet Choose France.,['Des emplois créés avec Choose France']
2020-01-21,13:00,Déjeuner,Déjeuner avec France Industrie - Palais de l'Élysée.,[]
2020-01-21,15:30,Réception,Ouverture de l’événement « 500 champions des territoires » en faveur des entreprises de taille intermédiaire (ETI) - Palais de l'Élysée.,"['Lancement de la stratégie de la Nation pour les ETI, entreprises de taille intermédiaire']"
2020-01-22,Toute la journée,Voyage officiel,Déplacement en Israël et dans les Territoires palestiniens.,"[""Déclaration du Président de la République avec Reuven Rivlin, Président de l'État d'Israël""]"
2020-01-23,Toute la journée,Voyage officiel,Déplacement en Israël et dans les Territoires palestiniens.,"[""80 000 Juifs furent déportés depuis la France, morts dans les camps ou exécutés en France. Au mémorial de Roglit, leurs noms sont gravés pour l'éternité dans la pierre. N’oublions jamais."", 'Commémoration du 75e anniversaire de la libération du camp de concentration d’Auschwitz-Birkenau', 'Discours du Président de la République à la communauté française d’Israël']"
2020-01-24,08:30,Entretien,Entretien avec le Premier ministre.,[]
2020-01-24,09:00,Conseil de défense,Conseil restreint de défense et de sécurité.,[]
2020-01-24,10:00,Conseil des ministres,Conseil des ministres.,['Conseil des ministres du vendredi 24 janvier 2020']
2020-01-24,18:00,Cérémonie officielle,Remise de décorations.,[]
2020-01-26,18:00,Réception,"Réception d’associations engagées dans le domaine des droits de l’enfant, Palais de l’Elysée.",[]
2020-01-27,10:30,Cérémonie officielle,Inauguration des murs des noms rénovés du Mémorial de la Shoah à l’occasion du 75ème anniversaire de la libération des camps d’Auschwitz-Birkenau.,"[""Au Mémorial de la Shoah pour les 75 ans de la libération d'Auschwitz Birkenau""]"
2020-01-27,16:00,Cérémonie officielle,"Remise de décoration individuelle, Palais de l’Elysée.",[]
2020-01-28,13:15,Déjeuner,Déjeuner avec le Premier ministre,[]
2020-01-29,08:30,Entretien,Entretien avec le Premier ministre,[]
2020-01-29,09:00,Conseil de défense,Conseil restreint de défense et de sécurité,[]
2020-01-29,10:00,Conseil des ministres,Conseil des ministres,['Conseil des ministres du mercredi 29 janvier 2020']
2020-01-29,13:30,Déjeuner,"Déjeuner avec M. Kyriákos MITSOTAKIS, Premier Ministre de la République Hellénique, Palais de l’Elysée.","['Déclaration à la presse avec Kyriakos Mitsotakis, Premier ministre grec']"
2020-01-29,20:00,Dîner,"Diner du Conseil de Coordination des organisations arméniennes de France, Paris.",['Discours du Président au Conseil de Coordination des organisations arméniennes de France']
2020-01-30,Toute la journée,Rencontre,Déplacement en Charente,['Réconcilier industrie et écologie. Visite du Président Emmanuel Macron sur le site de l’entreprise Saft en Charente.']
2020-01-31,17:00,Entretien,"Entretien avec M. Michel BARNIER, négociateur en chef de l’Union européenne, chargé de la préparation et la conduite des négociations avec le Royaume-Uni",[]
2020-02-03,Toute la journée,Voyage officiel,Déplacement en République de Pologne,"['Déclaration franco-polonaise sur la coopération en matière européenne', 'Discours du Président Emmanuel Macron à la communauté française de Pologne', 'Déclaration conjointe du Président Emmanuel Macron et de M. Andrzej DUDA, Président de la République de Pologne']"
2020-02-04,Toute la journée,Voyage officiel,Déplacement en République de Pologne,"[""Discours du Président Emmanuel Macron devant les étudiants de l'Université Jagellonne de Cracovie""]"
2020-02-05,09:00,Entretien,Entretien avec le Premier ministre,[]
2020-02-05,10:00,Conseil des ministres,Conseil des ministres,['Conseil des ministres du mercredi 5 février 2020']
2020-02-05,13:30,Déjeuner,"Déjeuner avec M. Alberto Angel FERNANDEZ, Président de la République argentine, Palais de l'Élysée","['Déclaration du Président Emmanuel Macron avec Alberto Ángel Fernández, Président de la République argentine']"
2020-02-05,16:30,Entretien,"Entretien avec M. Lucas De MEO, directeur général de Renault",[]
2020-02-07,10:30,Discours,"Discours sur la stratégie de défense et de dissuasion devant les stagiaires de la 27ème promotion de l’Ecole de guerre, École militaire","[""Discours du Président Emmanuel Macron sur la stratégie de défense et de dissuasion devant les stagiaires de la 27ème promotion de l'école de guerre""]"
2020-02-07,18:00,Cérémonie officielle,"Remise de décoration individuelle, Palais de l'Élysée",[]
2020-02-10,12:15,Entretien,"Entretien avec M. Christophe CASTANER, ministre de l’Intérieur",[]
2020-02-10,13:15,Déjeuner,Déjeuner avec le Premier ministre,[]
2020-02-11,11:30,Discours,Discours à l’occasion de la Conférence nationale du handicap,['Conférence nationale du handicap']
2020-02-11,15:00,Entretien,"Entretien avec Mme Christiane LAMBERT, présidente de la Fédération nationale des exploitants agricoles",[]
2020-02-11,16:00,Entretien,"Entretien avec M. Samuel VANDAELE, président des Jeunes agriculteurs",[]
2020-02-11,17:00,Entretien,"Entretien avec M. Nicolas GIROD, porte-parole de la Confédération paysanne",[]
2020-02-11,18:00,Entretien,"Entretien avec M. Bernard LANNES, président de la Coordination rurale",[]
2020-02-11,19:00,Entretien,"Entretien avec M. Pierre THOMAS, président du Mouvement de défense des exploitants familiaux",[]
2020-02-11,20:00,Rencontre,Echange avec les députés de la majorité,[]
2020-02-12,09:00,Conseil de défense,Conseil restreint de défense et de sécurité,[]
2020-02-12,10:00,Conseil des ministres,Conseil des ministres,['Conseil de défense écologique et Conseil des ministres du 12 février 2020 : des actes pour atteindre 30% d’aires terrestres et marines protégées.']
2020-02-12,13:30,Conseil de défense,Conseil de défense écologique,['Conseil de défense écologique et Conseil des ministres du 12 février 2020 : des actes pour atteindre 30% d’aires terrestres et marines protégées.']
2020-02-12,16:00,Voyage officiel,Déplacement en Haute-Savoie,[]
2020-02-13,Toute la journée,Voyage officiel,Déplacement en Haute-Savoie,"['L’écologie est le combat du siècle. Regardez la vidéo de la visite du Président Emmanuel Macron sur la Mer de glace et au Mont Blanc.', 'Protéger le Mont Blanc : (re)voir le point presse du Président Emmanuel Macron depuis Saint-Gervais', ""Discours du Président de la République lors du lancement de l'Office français de la biodiversité""]"
2020-02-14,12:00,Déjeuner,"Déjeuner avec  Mark RUTTE, Premier ministre néerlandais",[]
2020-02-14,Après-midi,Voyage officiel,Déplacement en République Fédérale d’Allemagne dans le cadre de la Conférence de Munich sur la sécurité,['Conférence sur la sécurité de Munich : faire revivre l’Europe comme une puissance politique stratégique.']
2020-02-15,Toute la journée,Voyage officiel,Déplacement en République Fédérale d’Allemagne dans le cadre de la Conférence de Munich sur la sécurité,['Conférence sur la sécurité de Munich : faire revivre l’Europe comme une puissance politique stratégique.']
2020-02-17,11:30,Entretien,"Entretien avec M. Denis RANQUE, Président du conseil d’administration d’Airbus Group et M. René OBERMANN",[]
2020-02-17,13:00,Déjeuner,Déjeuner avec le Premier ministre.,[]
2020-02-17,19:00,Entretien,"Entretien avec M. Jean-Yves LE DRIAN, Ministre de l’Europe et des Affaires étrangères.",[]
2020-02-18,Toute la journée,Voyage officiel,Déplacement à Mulhouse (Haut-Rhin),['Protéger les libertés en luttant contre le séparatisme islamiste : conférence de presse du Président Emmanuel Macron à Mulhouse.']
2020-02-19,09:00,Conseil de défense,Conseil restreint de défense et de sécurité,[]
2020-02-19,10:00,Conseil des ministres,Conseil des ministres,['Conseil des ministres du mercredi 19 février 2020']
2020-02-20,Toute la journée,Voyage officiel,Conseil européen à Bruxelles,"['Conseil européen sur le budget de l’Union européenne, 20 et 21 février 2020.', 'Déclaration du Président Emmanuel Macron à son arrivée au Conseil Européen']"
2020-02-21,18:00,Réception,Événement en l’honneur des productions agricoles d’Outre-mer en présence de leurs représentants,[]
2020-02-22,Toute la journée,Rencontre,Visite au salon international de l’agriculture - Parc des expositions de la porte de Versailles,['Visite du Président\xa0Emmanuel Macron au Salon de l’agriculture']
2020-02-24,12:00,Entretien,"Entretien avec M. Maurizio SERRA, Académicien et Mme Hélène CARRERE D’ENCAUSSE, Secrétaire perpétuel de l’Académie française",[]
2020-02-24,13:00,Déjeuner,Déjeuner avec le Premier ministre.,[]
2020-02-24,20:00,Dîner,Diner en l’honneur des créateurs de mode,[]
2020-02-25,11:00,Entretien,"Entretien avec M. Christophe CASTANER, Ministre de l’Intérieur.",[]
2020-02-25,15:30,Entretien,Réunion de travail avec des présidents d’associations d’éducation populaire,[]
2020-02-26,08:30,Entretien,Entretien avec le Premier ministre,[]
2020-02-26,09:00,Conseil de défense,Conseil restreint de défense et de sécurité,[]
2020-02-26,10:00,Conseil des ministres,Conseil des ministres,['Conseil des ministres du 26 février 2020']
2020-02-26,16:00,Cérémonie officielle,"Obsèques de Michel CHARASSE, Puy-Guillaume (Puy-de-Dôme)",[]
2020-02-27,Toute la journée,Voyage officiel,Sommet Italie-France à Naples (Italie),['Déclaration conjointe du Président de la République et du Président du Conseil des ministres italien']
2020-02-27,10:00,Rencontre,Visite à l’hôpital de la Pitié-Salpêtrière.,['Coronavirus : visite du Président Emmanuel Macron à l’hôpital de la Pitié-Salpêtrière.']
2020-02-28,11:30,Cérémonie officielle,"Hommage national à Jean DANIEL, Cour d’honneur de l’Hôtel des Invalides",['Hommage national à Jean Daniel aux Invalides']
2020-02-28,16:30,Entretien,Entretien avec Mme Asia BIBI,[]
2020-02-28,18:00,Cérémonie officielle,Cérémonie de remise de décorations collective,[]
2020-02-29,10:00,Conseil de défense,Conseil restreint de défense et de sécurité,['Conseil de défense et Conseil des ministres du 29 février 2020 consacrés au coronavirus COVID-19.']
2020-02-29,11:00,Conseil des ministres,Conseil des ministres,['Conseil de défense et Conseil des ministres du 29 février 2020 consacrés au coronavirus COVID-19.']
2020-03-02,13:00,Déjeuner,"Déjeuner avec des personnalités engagées pour l’égalité femmes-hommes en présence de Mme Phumzile MLAMBO-NGCUKA, directrice exécutive d’ONU Femmes",['Et si nous nous levions pour faire de notre génération celle de l’égalité femmes-hommes ?']
2020-03-02,19:00,Cérémonie officielle,Cérémonie de remise de décoration,[]
2020-03-03,10:00,Entretien,"Entretien avec M. Jean-Yves LE DRIAN, Ministre de l’Europe et des  Affaires étrangères",[]
2020-03-03,12:00,Entretien,"Entretien avec le professeur Andrea RICCARDI, fondateur de la  communauté San ’Egidio",[]
2020-03-03,13:00,Déjeuner,Déjeuner avec le Premier ministre,[]
2020-03-03,16:30,Entretien,"Entretien avec M. Rafael GROSSI, directeur général de l’Agence  internationale de l’énergie atomique",[]
2020-03-03,17:30,Rencontre,Visite au centre de crise du ministère des Solidarités et de la Santé,['Coronavirus COVID-19 : visite du Président Emmanuel Macron au centre de crise du ministère des Solidarités et de la Santé.']
2020-03-04,08:30,Conseil de défense,Conseil de défense consacré à la situation en Syrie,[]
2020-03-04,09:00,Conseil de défense,Conseil restreint de défense et de sécurité,[]
2020-03-04,09:30,Conseil de défense,Conseil de défense consacré au Coronavirus Covid-19.,[]
2020-03-04,11:30,Conseil des ministres,Conseil des ministres,['Conseil de défense et Conseil des ministres du 4 mars 2020']
2020-03-05,16:00,Rencontre,Réunion de travail avec des acteurs de la recherche publique et privée engagés dans la lutte contre le COVID19,['Coronavirus : chercheurs des secteurs public et privé unissent leurs forces dans la lutte contre le COVID-19.']
2020-03-06,10:00,Entretien,"Entretien avec Mme Florence PARLY, Ministre des Armées",[]
2020-03-06,11:00,Rencontre,Rencontre avec les professionnels de l'EHPAD Péan à Paris.,"[""Coronavirus : déclaration du Président Emmanuel Macron depuis l'EHPAD Péan à Paris.""]"
2020-03-08,18:00,Conseil de défense,Conseil de défense consacré au suivi de la crise du coronavirus COVID-19,['Conseil de défense du 8 mars 2020 consacré au Coronavirus COVID-19.']
2020-03-09,11:30,Rencontre,Inauguration du Café Joyeux - Avenue des Champs-Elysées.,['Inauguration du Café Joyeux sur les Champs-Élysées']
2020-03-09,13:30,Déjeuner,Déjeuner avec le Premier ministre.,[]
2020-03-09,18:00,Cérémonie officielle,Remise de décorations.,[]
2020-03-10,Matin,Rencontre,Visite aux équipes du SAMU de Paris à l'hôpital Necker.,"[""Coronavirus : visite du Président Emmanuel Macron aux équipes du SAMU de Paris à l'hôpital Necker.""]"
2020-03-10,17:00,Entretien,Visioconférence de coordination européenne sur le Coronavirus Covid-19.,"[""Protégeons ensemble les Européens. Déclaration du Président Emmanuel Macron à l'issue du Conseil européen.""]"
2020-03-11,08:30,Entretien,Entretien avec le Premier ministre.,[]
